what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329961849484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329961861904
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329961865584
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329961865754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329961903636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329961908248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329961910452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329961910655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329961916700
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329961917602
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329961917772
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329961936960
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329961937158
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329961942952
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329961943115
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329961947057
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329961965027
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329961974743
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329961976584
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329961976791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329961991338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329961993461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329961993647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962002283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962003332
